,Lying,Sitting,StairClimbing,Standing,Walking,Wheeling
Lying,95.97659107534747,0.6018054162487462,2.083333333333333,4.945904173106646,0.0,1.5361744301288405
Sitting,1.4630577907827358,71.91574724172519,0.0,6.0278207109737245,0.2,18.18632309217047
StairClimbing,0.0,0.10030090270812438,74.83974358974359,1.8547140649149922,10.35,0.049554013875123884
Standing,2.560351133869788,6.218655967903711,5.288461538461538,84.15765069551777,2.4,0.09910802775024777
Walking,0.0,0.4012036108324975,16.506410256410255,2.241112828438949,87.0,0.14866204162537167
Wheeling,0.0,20.762286860581742,1.282051282051282,0.7727975270479135,0.05,79.98017839444995
