,Lying,Sitting,StairClimbing,Standing,Walking,Wheeling
Lying,91.93548387096774,2.9453015427769986,0.9116409537166901,3.2959326788218792,0.0,0.9116409537166901
Sitting,1.770657672849916,70.48903878583474,0.0,6.829679595278246,0.25295109612141653,20.657672849915684
StairClimbing,0.0,0.2857142857142857,73.85714285714286,2.571428571428571,23.285714285714285,0.0
Standing,2.52167060677699,5.04334121355398,2.8368794326241136,85.65799842395587,3.7037037037037033,0.2364066193853428
Walking,0.0,0.21287919105907396,5.4284193720063865,1.7030335284725917,92.60244811069718,0.05321979776476849
Wheeling,0.0,8.478260869565217,0.43478260869565216,0.5434782608695652,0.05434782608695652,90.48913043478261
