,Lying,Sitting,StairClimbing,Standing,Walking,Wheeling
Lying,96.11436950146629,3.804347826086957,1.9230769230769231,3.686274509803922,0.0,0.6746237675142709
Sitting,1.5395894428152492,75.72463768115942,0.0,6.352941176470588,0.15353121801432956,12.714063310845875
StairClimbing,0.0,0.18115942028985507,76.4792899408284,1.411764705882353,8.34186284544524,0.0
Standing,2.346041055718475,5.797101449275362,5.325443786982249,85.25490196078431,2.4053224155578303,0.15568240788790866
Walking,0.0,0.36231884057971014,15.088757396449704,2.5098039215686274,89.04810644831116,0.05189413596263622
Wheeling,0.0,14.130434782608695,1.183431952662722,0.7843137254901961,0.0511770726714432,86.40373637778931
