,Lying,Sitting,StairClimbing,Standing,Walking,Wheeling
Lying,92.00561009817672,0.42075736325385693,0.9116409537166901,4.488078541374474,0.0,2.1739130434782608
Sitting,1.6863406408094435,60.03372681281619,0.0,6.57672849915683,0.33726812816188867,31.365935919055648
StairClimbing,0.0,0.14285714285714285,68.14285714285714,3.571428571428571,28.142857142857142,0.0
Standing,2.7580772261623325,4.885736800630418,2.52167060677699,85.81560283687944,3.7825059101654848,0.2364066193853428
Walking,0.0,0.21287919105907396,5.321979776476849,1.5433741351782864,92.76210750399149,0.15965939329430548
Wheeling,0.0,11.73913043478261,0.2717391304347826,0.5434782608695652,0.10869565217391304,87.33695652173913
